trade_id,date,symbol,side,entry_price,entry_time,exit_price,exit_time,target_price,stop_price,exit_reason,qty,pnl,capital_after,snapshot_file,duration_seconds
40a3038e,2025-09-24,NIFTYBEES,BUY,282.880000,2025-09-24T22:16:38.962218,282.880000,2025-09-24T22:16:39.146742,285.708800,281.465600,EOD,1,0.00,100000.00,snapshots/40a3038e.csv,0.2
