entry_time,exit_time,entry_index,exit_index,reason,gross,net,equity,cum_max,drawdown
2025-12-03 12:32:00,2025-12-03 12:37:00,25946.150390625,25938.849609375,TIME,821.337890625,736.337890625,-3202.5,369.462890625,3571.962890625
2025-12-04 10:49:00,2025-12-04 10:54:00,26084.75,26078.55078125,TIME,697.412109375,612.412109375,-2590.087890625,369.462890625,2959.55078125
2025-12-04 10:54:00,2025-12-04 10:59:00,26078.55078125,26075.599609375,TIME,332.0068359375,247.0068359375,-2343.0810546875,369.462890625,2712.5439453125
2025-12-04 10:59:00,2025-12-04 11:03:00,26075.599609375,26084.599609375,SL,-1012.5,-1097.5,-3440.5810546875,369.462890625,3810.0439453125
2025-12-04 11:03:00,2025-12-04 11:08:00,26083.099609375,26077.849609375,TIME,590.625,505.625,-2934.9560546875,369.462890625,3304.4189453125
2025-12-04 11:08:00,2025-12-04 11:13:00,26077.849609375,26072.0,TIME,658.0810546875,573.0810546875,-2361.875,369.462890625,2731.337890625
2025-12-04 11:13:00,2025-12-04 11:18:00,26072.0,26068.150390625,TIME,433.0810546875,348.0810546875,-2013.7939453125,369.462890625,2383.2568359375
2025-12-04 11:19:00,2025-12-04 11:24:00,26071.19921875,26064.400390625,TIME,764.8681640625,679.8681640625,-1333.92578125,369.462890625,1703.388671875
2025-12-04 11:24:00,2025-12-04 11:29:00,26064.400390625,26060.75,TIME,410.6689453125,325.6689453125,-1008.2568359375,369.462890625,1377.7197265625
2025-12-04 11:29:00,2025-12-04 11:34:00,26060.75,26060.94921875,TIME,-22.412109375,-107.412109375,-1115.6689453125,369.462890625,1485.1318359375
2025-12-04 11:34:00,2025-12-04 11:38:00,26060.94921875,26042.94921875,TP,2025.0,1940.0,824.3310546875,824.3310546875,0.0
2025-12-04 12:06:00,2025-12-04 12:11:00,26035.94921875,26024.099609375,TIME,1333.0810546875,1248.0810546875,2072.412109375,2072.412109375,0.0
2025-12-04 12:23:00,2025-12-04 12:28:00,26017.30078125,26026.30078125,SL,-1012.5,-1097.5,974.912109375,2072.412109375,1097.5
2025-12-04 12:28:00,2025-12-04 12:33:00,26029.05078125,26029.25,TIME,-22.412109375,-107.412109375,867.5,2072.412109375,1204.912109375
2025-12-04 12:33:00,2025-12-04 12:38:00,26029.25,26027.44921875,TIME,202.587890625,117.587890625,985.087890625,2072.412109375,1087.32421875
2025-12-05 11:34:00,2025-12-05 11:39:00,26131.099609375,26134.400390625,TIME,-371.337890625,-456.337890625,528.75,2072.412109375,1543.662109375
2025-12-05 11:39:00,2025-12-05 11:44:00,26134.400390625,26141.599609375,TIME,-809.912109375,-894.912109375,-366.162109375,2072.412109375,2438.57421875
2025-12-05 12:00:00,2025-12-05 12:05:00,26136.349609375,26145.349609375,SL,-1012.5,-1097.5,-1463.662109375,2072.412109375,3536.07421875
2025-12-05 12:16:00,2025-12-05 12:21:00,26136.849609375,26145.849609375,SL,-1012.5,-1097.5,-2561.162109375,2072.412109375,4633.57421875
2025-12-08 10:31:00,2025-12-08 10:36:00,26092.55078125,26085.650390625,TIME,776.2939453125,691.2939453125,-1869.8681640625,2072.412109375,3942.2802734375
2025-12-08 10:45:00,2025-12-08 10:50:00,26100.80078125,26082.80078125,TP,2025.0,1940.0,70.1318359375,2072.412109375,2002.2802734375
2025-12-08 10:50:00,2025-12-08 10:53:00,26082.5,26091.5,SL,-1012.5,-1097.5,-1027.3681640625,2072.412109375,3099.7802734375
2025-12-08 10:53:00,2025-12-08 10:58:00,26092.0,26077.05078125,TIME,1681.787109375,1596.787109375,569.4189453125,2072.412109375,1502.9931640625
2025-12-08 10:58:00,2025-12-08 11:03:00,26077.05078125,26064.599609375,TIME,1400.7568359375,1315.7568359375,1885.17578125,2072.412109375,187.236328125
2025-12-08 11:03:00,2025-12-08 11:08:00,26064.599609375,26058.69921875,TIME,663.7939453125,578.7939453125,2463.9697265625,2463.9697265625,0.0
2025-12-08 11:09:00,2025-12-08 11:10:00,26063.30078125,26072.30078125,SL,-1012.5,-1097.5,1366.4697265625,2463.9697265625,1097.5
2025-12-08 11:23:00,2025-12-08 11:28:00,26072.19921875,26070.599609375,TIME,179.9560546875,94.9560546875,1461.42578125,2463.9697265625,1002.5439453125
2025-12-08 11:28:00,2025-12-08 11:33:00,26070.599609375,26062.75,TIME,883.0810546875,798.0810546875,2259.5068359375,2463.9697265625,204.462890625
2025-12-08 11:33:00,2025-12-08 11:38:00,26062.75,26059.5,TIME,365.625,280.625,2540.1318359375,2540.1318359375,0.0
2025-12-08 11:54:00,2025-12-08 11:59:00,26061.900390625,26059.400390625,TIME,281.25,196.25,2736.3818359375,2736.3818359375,0.0
2025-12-08 11:59:00,2025-12-08 12:04:00,26059.400390625,26051.19921875,TIME,922.6318359375,837.6318359375,3574.013671875,3574.013671875,0.0
2025-12-08 12:04:00,2025-12-08 12:09:00,26051.19921875,26048.400390625,TIME,314.8681640625,229.8681640625,3803.8818359375,3803.8818359375,0.0
2025-12-08 12:09:00,2025-12-08 12:14:00,26048.400390625,26035.30078125,TIME,1473.7060546875,1388.7060546875,5192.587890625,5192.587890625,0.0
2025-12-08 12:15:00,2025-12-08 12:16:00,26035.349609375,26044.349609375,SL,-1012.5,-1097.5,4095.087890625,5192.587890625,1097.5
2025-12-08 12:24:00,2025-12-08 12:28:00,26047.5,26029.5,TP,2025.0,1940.0,6035.087890625,6035.087890625,0.0
2025-12-08 12:28:00,2025-12-08 12:33:00,26028.5,26022.400390625,TIME,686.2060546875,601.2060546875,6636.2939453125,6636.2939453125,0.0
2025-12-09 10:52:00,2025-12-09 10:56:00,25792.55078125,25801.55078125,SL,-1012.5,-1097.5,5538.7939453125,6636.2939453125,1097.5
2025-12-09 10:56:00,2025-12-09 10:59:00,25804.94921875,25813.94921875,SL,-1012.5,-1097.5,4441.2939453125,6636.2939453125,2195.0
2025-12-10 10:47:00,2025-12-10 10:50:00,25902.69921875,25884.69921875,TP,2025.0,1940.0,6381.2939453125,6636.2939453125,255.0
2025-12-10 11:10:00,2025-12-10 11:15:00,25871.80078125,25880.80078125,SL,-1012.5,-1097.5,5283.7939453125,6636.2939453125,1352.5
2025-12-10 11:15:00,2025-12-10 11:20:00,25877.0,25866.349609375,TIME,1198.1689453125,1113.1689453125,6396.962890625,6636.2939453125,239.3310546875
2025-12-10 11:20:00,2025-12-10 11:21:00,25866.349609375,25875.349609375,SL,-1012.5,-1097.5,5299.462890625,6636.2939453125,1336.8310546875
2025-12-10 11:24:00,2025-12-10 11:29:00,25860.099609375,25852.25,TIME,883.0810546875,798.0810546875,6097.5439453125,6636.2939453125,538.75
2025-12-10 11:31:00,2025-12-10 11:33:00,25845.5,25854.5,SL,-1012.5,-1097.5,5000.0439453125,6636.2939453125,1636.25
2025-12-10 11:49:00,2025-12-10 11:54:00,25836.30078125,25828.099609375,TIME,922.6318359375,837.6318359375,5837.67578125,6636.2939453125,798.6181640625
2025-12-10 11:54:00,2025-12-10 11:55:00,25828.099609375,25837.099609375,SL,-1012.5,-1097.5,4740.17578125,6636.2939453125,1896.1181640625
2025-12-10 11:56:00,2025-12-10 12:01:00,25837.75,25823.94921875,TIME,1552.587890625,1467.587890625,6207.763671875,6636.2939453125,428.5302734375
2025-12-10 12:20:00,2025-12-10 12:25:00,25838.599609375,25822.94921875,TIME,1760.6689453125,1675.6689453125,7883.4326171875,7883.4326171875,0.0
2025-12-10 12:25:00,2025-12-10 12:30:00,25822.94921875,25805.349609375,TIME,1979.9560546875,1894.9560546875,9778.388671875,9778.388671875,0.0
2025-12-11 10:46:00,2025-12-11 10:47:00,25827.94921875,25836.94921875,SL,-1012.5,-1097.5,8680.888671875,9778.388671875,1097.5
2025-12-12 10:46:00,2025-12-12 10:50:00,25968.599609375,25950.599609375,TP,2025.0,1940.0,10620.888671875,10620.888671875,0.0
2025-12-15 10:38:00,2025-12-15 10:43:00,25961.349609375,25966.80078125,TIME,-613.2568359375,-698.2568359375,9922.6318359375,10620.888671875,698.2568359375
2025-12-15 10:43:00,2025-12-15 10:48:00,25966.80078125,25975.80078125,SL,-1012.5,-1097.5,8825.1318359375,10620.888671875,1795.7568359375
2025-12-15 10:59:00,2025-12-15 11:04:00,25987.25,25987.849609375,TIME,-67.4560546875,-152.4560546875,8672.67578125,10620.888671875,1948.212890625
2025-12-15 11:04:00,2025-12-15 11:09:00,25987.849609375,25977.349609375,TIME,1181.25,1096.25,9768.92578125,10620.888671875,851.962890625
2025-12-15 11:09:00,2025-12-15 11:14:00,25977.349609375,25980.94921875,TIME,-404.9560546875,-489.9560546875,9278.9697265625,10620.888671875,1341.9189453125
2025-12-15 11:14:00,2025-12-15 11:19:00,25980.94921875,25976.400390625,TIME,511.7431640625,426.7431640625,9705.712890625,10620.888671875,915.17578125
2025-12-15 11:37:00,2025-12-15 11:42:00,25967.25,25967.44921875,TIME,-22.412109375,-107.412109375,9598.30078125,10620.888671875,1022.587890625
2025-12-15 11:44:00,2025-12-15 11:48:00,25971.0,25980.0,SL,-1012.5,-1097.5,8500.80078125,10620.888671875,2120.087890625
2025-12-16 10:33:00,2025-12-16 10:38:00,25913.44921875,25914.19921875,TIME,-84.375,-169.375,8331.42578125,10620.888671875,2289.462890625
2025-12-16 10:40:00,2025-12-16 10:45:00,25905.30078125,25900.80078125,TIME,506.25,421.25,8752.67578125,10620.888671875,1868.212890625
2025-12-16 10:45:00,2025-12-16 10:50:00,25900.80078125,25898.69921875,TIME,236.42578125,151.42578125,8904.1015625,10620.888671875,1716.787109375
2025-12-16 10:51:00,2025-12-16 10:56:00,25902.55078125,25891.599609375,TIME,1232.0068359375,1147.0068359375,10051.1083984375,10620.888671875,569.7802734375
2025-12-16 10:58:00,2025-12-16 11:03:00,25900.599609375,25898.44921875,TIME,241.9189453125,156.9189453125,10208.02734375,10620.888671875,412.861328125
2025-12-16 11:03:00,2025-12-16 11:07:00,25898.44921875,25907.44921875,SL,-1012.5,-1097.5,9110.52734375,10620.888671875,1510.361328125
2025-12-16 11:07:00,2025-12-16 11:12:00,25909.599609375,25897.94921875,TIME,1310.6689453125,1225.6689453125,10336.1962890625,10620.888671875,284.6923828125
2025-12-16 11:12:00,2025-12-16 11:17:00,25897.94921875,25896.0,TIME,219.287109375,134.287109375,10470.4833984375,10620.888671875,150.4052734375
2025-12-16 11:17:00,2025-12-16 11:20:00,25896.0,25905.0,SL,-1012.5,-1097.5,9372.9833984375,10620.888671875,1247.9052734375
2025-12-16 11:20:00,2025-12-16 11:23:00,25902.099609375,25911.099609375,SL,-1012.5,-1097.5,8275.4833984375,10620.888671875,2345.4052734375
2025-12-16 11:24:00,2025-12-16 11:29:00,25898.400390625,25905.44921875,TIME,-792.9931640625,-877.9931640625,7397.490234375,10620.888671875,3223.3984375
2025-12-16 11:29:00,2025-12-16 11:34:00,25905.44921875,25890.30078125,TIME,1704.19921875,1619.19921875,9016.689453125,10620.888671875,1604.19921875
2025-12-16 11:34:00,2025-12-16 11:39:00,25890.30078125,25885.349609375,TIME,557.0068359375,472.0068359375,9488.6962890625,10620.888671875,1132.1923828125
2025-12-16 11:39:00,2025-12-16 11:44:00,25885.349609375,25875.099609375,TIME,1153.125,1068.125,10556.8212890625,10620.888671875,64.0673828125
2025-12-16 11:44:00,2025-12-16 11:49:00,25875.099609375,25878.25,TIME,-354.4189453125,-439.4189453125,10117.40234375,10620.888671875,503.486328125
2025-12-16 11:49:00,2025-12-16 11:54:00,25878.25,25887.25,SL,-1012.5,-1097.5,9019.90234375,10620.888671875,1600.986328125
2025-12-16 12:01:00,2025-12-16 12:06:00,25875.05078125,25884.05078125,SL,-1012.5,-1097.5,7922.40234375,10620.888671875,2698.486328125
2025-12-16 12:06:00,2025-12-16 12:11:00,25883.650390625,25884.849609375,TIME,-134.912109375,-219.912109375,7702.490234375,10620.888671875,2918.3984375
2025-12-16 12:11:00,2025-12-16 12:16:00,25884.849609375,25887.5,TIME,-298.1689453125,-383.1689453125,7319.3212890625,10620.888671875,3301.5673828125
2025-12-17 10:44:00,2025-12-17 10:47:00,25819.05078125,25828.05078125,SL,-1012.5,-1097.5,6221.8212890625,10620.888671875,4399.0673828125
2025-12-17 10:47:00,2025-12-17 10:52:00,25828.150390625,25819.80078125,TIME,939.3310546875,854.3310546875,7076.15234375,10620.888671875,3544.736328125
2025-12-17 10:53:00,2025-12-17 10:57:00,25823.30078125,25805.30078125,TP,2025.0,1940.0,9016.15234375,10620.888671875,1604.736328125
2025-12-17 11:05:00,2025-12-17 11:07:00,25824.55078125,25833.55078125,SL,-1012.5,-1097.5,7918.65234375,10620.888671875,2702.236328125
2025-12-17 11:25:00,2025-12-17 11:30:00,25825.150390625,25807.150390625,TP,2025.0,1940.0,9858.65234375,10620.888671875,762.236328125
2025-12-17 11:30:00,2025-12-17 11:31:00,25809.75,25818.75,SL,-1012.5,-1097.5,8761.15234375,10620.888671875,1859.736328125
2025-12-17 11:41:00,2025-12-17 11:46:00,25830.55078125,25834.150390625,TIME,-404.9560546875,-489.9560546875,8271.1962890625,10620.888671875,2349.6923828125
2025-12-17 12:01:00,2025-12-17 12:06:00,25805.400390625,25802.599609375,TIME,315.087890625,230.087890625,8501.2841796875,10620.888671875,2119.6044921875
2025-12-17 12:20:00,2025-12-17 12:25:00,25806.099609375,25798.05078125,TIME,905.4931640625,820.4931640625,9321.77734375,10620.888671875,1299.111328125
2025-12-17 12:32:00,2025-12-17 12:37:00,25790.099609375,25787.75,TIME,264.3310546875,179.3310546875,9501.1083984375,10620.888671875,1119.7802734375
2025-12-26 10:27:00,2025-12-26 10:30:00,26085.55078125,26094.55078125,SL,-1012.5,-1097.5,8403.6083984375,10620.888671875,2217.2802734375
2025-12-26 10:30:00,2025-12-26 10:35:00,26091.599609375,26090.650390625,TIME,106.787109375,21.787109375,8425.3955078125,10620.888671875,2195.4931640625
2025-12-26 10:35:00,2025-12-26 10:40:00,26090.650390625,26093.099609375,TIME,-275.537109375,-360.537109375,8064.8583984375,10620.888671875,2556.0302734375
2025-12-26 10:40:00,2025-12-26 10:45:00,26093.099609375,26088.349609375,TIME,534.375,449.375,8514.2333984375,10620.888671875,2106.6552734375
2025-12-26 10:45:00,2025-12-26 10:50:00,26088.349609375,26089.19921875,TIME,-95.5810546875,-180.5810546875,8333.65234375,10620.888671875,2287.236328125
2025-12-26 10:50:00,2025-12-26 10:55:00,26089.19921875,26089.94921875,TIME,-84.375,-169.375,8164.27734375,10620.888671875,2456.611328125
2025-12-26 10:55:00,2025-12-26 11:00:00,26089.94921875,26090.05078125,TIME,-11.42578125,-96.42578125,8067.8515625,10620.888671875,2553.037109375
2025-12-26 11:00:00,2025-12-26 11:05:00,26090.05078125,26084.69921875,TIME,602.05078125,517.05078125,8584.90234375,10620.888671875,2035.986328125
2025-12-26 11:05:00,2025-12-26 11:10:00,26084.69921875,26078.25,TIME,725.537109375,640.537109375,9225.439453125,10620.888671875,1395.44921875
2025-12-26 11:10:00,2025-12-26 11:15:00,26078.25,26068.94921875,TIME,1046.337890625,961.337890625,10186.77734375,10620.888671875,434.111328125
