date,entry_time,exit_time,entry_price,exit_price,prob,exit_reason,pnl,capital
2026-02-13,2026-02-13 11:14:00,2026-02-13 11:14:00,25546.55078125,25551.35078125,0.6545734522942486,SL,-99.0919219616986,14900.908078038301
2026-02-16,2026-02-16 11:03:00,2026-02-16 11:03:00,25512.5,25517.3,0.6638823733671111,SL,-99.01751274366939,14801.890565294632
