Datetime,close,high,low,open,volume,ret_1,ret_3,range,body_ratio,close_pos,range_exp_10,rv_10,high_30,low_30,range_pos_30,minutes_from_open,target_call,target_put
2026-01-07 09:24:00+05:30,26154.599609375,26160.55078125,26150.349609375,26157.099609375,0,-8.983138252320972e-05,1.5308729467158885e-05,10.201171875,0.2450698832088838,0.4166188014551024,0.5173028544262425,0.0004535652553772,26160.55078125,26106.349609375,0.8902021548773017,9,0.0,1.0
2026-01-07 09:25:00+05:30,26139.349609375,26155.650390625,26137.900390625,26155.650390625,0,-0.0005832414900817,-0.0002658921468517,17.75,0.9183538732394366,0.0816461267605633,1.083969465648855,0.0004914429339702,26160.55078125,26106.349609375,0.6088429245792945,10,0.0,1.0
2026-01-07 09:26:00+05:30,26133.30078125,26139.849609375,26128.349609375,26139.849609375,0,-0.000231433765336,-0.0009045066379409,11.5,0.5694633152173914,0.4305366847826087,0.7783417935702199,0.0004239242773125,26160.55078125,26106.349609375,0.4972433425822493,11,0.0,0.0
2026-01-07 09:27:00+05:30,26125.30078125,26137.599609375,26119.69921875,26135.05078125,0,-0.0003061696954491,-0.0011208449508668,17.900390625,0.5446808510638298,0.3129296235679214,1.1941523668060825,0.0004302836749708,26160.55078125,26106.349609375,0.3496450578357536,12,0.0,0.0
2026-01-07 09:28:00+05:30,26116.80078125,26128.44921875,26113.94921875,26126.30078125,0,-0.0003254080452653,-0.0008630115060505,14.5,0.6551724137931034,0.1966594827586207,0.9555189456342668,0.0004229753009302,26160.55078125,26106.349609375,0.192821880292602,13,1.0,0.0
2026-01-07 09:29:00+05:30,26120.349609375,26121.44921875,26115.75,26118.900390625,0,0.0001358737260329,-0.0004957040146815,5.69921875,0.2542837559972584,0.8070596298834818,0.4012099546267015,0.0004082108645136,26160.55078125,26106.349609375,0.2582969983063673,14,1.0,0.0
2026-01-07 09:30:00+05:30,26128.94921875,26130.5,26119.05078125,26121.75,0,0.0003291760710872,0.0001396417518547,11.44921875,0.6287956328897987,0.8645513476629136,0.8434046961325967,0.0003550103063851,26160.55078125,26106.349609375,0.4169579474613527,15,0.0,0.0
2026-01-07 09:31:00+05:30,26122.94921875,26130.19921875,26121.44921875,26130.150390625,0,-0.0002296567284937,0.0002353930686265,8.75,0.8229910714285714,0.1714285714285714,0.68359375,0.0003153628168615,26160.55078125,26106.349609375,0.306259233901481,16,1.0,0.0
2026-01-07 09:32:00+05:30,26137.349609375,26137.349609375,26122.349609375,26123.400390625,0,0.0005511025123229,0.0006506218549164,15.0,0.9299479166666668,1.0,1.1783117002669612,0.0003710014586667,26160.55078125,26106.349609375,0.5719433533926706,17,0.0,0.0
2026-01-07 09:33:00+05:30,26140.849609375,26141.849609375,26130.599609375,26137.80078125,0,0.0001338990270336,0.0004553448108628,11.25,0.2710069444444444,0.9111111111111112,0.907258064516129,0.0003439522716266,26160.55078125,26106.349609375,0.6365176029692624,18,0.0,0.0
2026-01-07 09:34:00+05:30,26133.30078125,26141.44921875,26133.30078125,26140.900390625,0,-0.0002888168672686,0.0003961846720879,8.1484375,0.9326462128475552,0.0,0.6681935390874001,0.0003514433420654,26160.55078125,26106.349609375,0.4972433425822493,19,1.0,0.0
2026-01-07 09:35:00+05:30,26131.900390625,26138.75,26130.900390625,26133.30078125,0,-5.35878785094148e-05,-0.0002085057187444,7.849609375,0.1784025877083851,0.1273948743468524,0.7005647747873379,0.0003041488437778,26160.55078125,26106.349609375,0.4714064358041152,20,1.0,0.0
2026-01-07 09:36:00+05:30,26137.80078125,26139.80078125,26131.69921875,26133.150390625,0,0.000225767146847,-0.0001166375989309,8.1015625,0.5740115718418515,0.7531340405014465,0.7456676493852017,0.0003046176206149,26160.55078125,26106.349609375,0.5802673777521531,21,1.0,0.0
2026-01-07 09:37:00+05:30,26146.05078125,26148.44921875,26137.25,26138.599609375,0,0.0003155850160964,0.0004877642844342,11.19921875,0.6653296128357168,0.7858388559469829,1.0985305668908176,0.0002945641840411,26160.55078125,26106.349609375,0.7324781088969767,22,0.0,0.0
2026-01-07 09:38:00+05:30,26139.099609375,26148.75,26138.30078125,26146.150390625,0,-0.0002658946895636,0.0002754574733799,10.44921875,0.6747663551401869,0.0764485981308411,1.0673742593220676,0.0002859522100073,26160.55078125,26106.349609375,0.6042304781809664,23,0.0,0.0
2026-01-07 09:39:00+05:30,26144.19921875,26149.650390625,26136.900390625,26137.44921875,0,0.0001950760378735,0.0002447663644062,12.75,0.5294117647058824,0.5724571078431373,1.2148958740438836,0.0002877219503398,26160.55078125,26106.349609375,0.69831717775936,24,0.0,0.0
2026-01-07 09:40:00+05:30,26144.75,26147.19921875,26140.30078125,26145.25,0,2.106683183534712e-05,-4.97518198549143e-05,6.8984375,0.072480181200453,0.644960362400906,0.6871194288271112,0.0002756584519889,26160.55078125,26106.349609375,0.7084789737306764,25,0.0,0.0
2026-01-07 09:41:00+05:30,26148.5,26150.94921875,26142.349609375,26144.19921875,0,0.0001434219524098,0.0003595648221187,8.599609375,0.5001135589370883,0.7151941857824211,0.8578498227019443,0.0002566209667206,26160.55078125,26106.349609375,0.7776656697055961,26,0.0,1.0
2026-01-07 09:42:00+05:30,26128.19921875,26148.0,26128.19921875,26148.0,0,-0.0007766665674709,-0.0006121777832258,19.80078125,1.0,0.0,1.884947196192176,0.0003292245551995,26160.55078125,26106.349609375,0.4031206082663687,27,0.0,1.0
2026-01-07 09:43:00+05:30,26113.900390625,26129.400390625,26111.55078125,26128.44921875,0,-0.0005474063480975,-0.0011806509631587,17.849609375,0.8150782361308677,0.1316336579494474,1.5987614365936007,0.0003594895323217,26160.55078125,26106.349609375,0.1393102951245,28,0.0,0.0
2026-01-07 09:44:00+05:30,26108.19921875,26118.80078125,26106.150390625,26114.650390625,0,-0.0002183432661764,-0.0015424161817449,12.650390625,0.5099583140342752,0.1619576964644125,1.0891571937848927,0.0003561202255887,26160.55078125,26106.150390625,0.0376620112734714,29,0.0,0.0
2026-01-07 09:45:00+05:30,26113.099609375,26118.75,26107.650390625,26108.099609375,0,0.0001876778536479,-0.000578071760626,11.099609375,0.4504663030089741,0.4909378849199367,0.9296276908983838,0.0003673168977188,26160.55078125,26106.150390625,0.1277420744623559,30,0.0,0.0
2026-01-07 09:46:00+05:30,26105.44921875,26114.30078125,26102.650390625,26113.849609375,0,-0.0002930142966981,-0.0003236797092267,11.650390625,0.7210393964794636,0.2402347024308466,0.94759249551224,0.0003570859561224,26160.55078125,26102.650390625,0.0483386743127002,31,1.0,0.0
2026-01-07 09:47:00+05:30,26108.30078125,26109.55078125,26102.650390625,26106.05078125,0,0.0001092264969604,3.89005391022743e-06,6.900390625,0.3260684970280215,0.8188508349844325,0.5815829327714492,0.0003340919136546,26160.55078125,26102.650390625,0.0975881261595547,32,0.0,0.0
2026-01-07 09:48:00+05:30,26122.75,26125.55078125,26109.25,26109.69921875,0,0.0005532808129445,0.0003694930132068,16.30078125,0.8006230529595015,0.8281811646297628,1.3092996987951808,0.0003957537968885,26160.55078125,26102.650390625,0.3471411705177939,33,0.0,1.0
2026-01-07 09:49:00+05:30,26114.94921875,26123.349609375,26113.099609375,26123.349609375,0,-0.0002986648119902,0.0003638424979146,10.25,0.8195503048780488,0.1804496951219512,0.8401639344262296,0.0003908072575242,26160.55078125,26102.650390625,0.2124135604655085,34,0.0,1.0
2026-01-07 09:50:00+05:30,26110.0,26118.19921875,26108.900390625,26115.25,0,-0.0001895346511141,6.508134983998189e-05,9.298828125,0.5645872715816005,0.118252467968914,0.7474918750883143,0.0003885109362037,26160.55078125,26102.650390625,0.1269354022600775,35,0.0,0.0
2026-01-07 09:51:00+05:30,26111.75,26115.05078125,26110.650390625,26112.349609375,0,6.702188266986605e-05,-0.0004211775804346,4.400390625,0.1362627607634265,0.2498890368397692,0.3660855011942869,0.0003831858179759,26160.55078125,26102.650390625,0.1571597233934896,36,0.0,0.0
2026-01-07 09:52:00+05:30,26099.55078125,26112.19921875,26099.55078125,26112.19921875,0,-0.0004673018595383,-0.0005898146279827,12.6484375,1.0,0.0,1.1188472901297488,0.0003356736643061,26160.55078125,26099.55078125,0.0,37,1.0,0.0
