Datetime,close,high,low,open,volume,ret_1,ret_3,range,body_ratio,close_pos,range_exp_10,rv_10,high_30,low_30,range_pos_30,minutes_from_open,target_call,target_put
2025-12-04 09:24:00+05:30,25992.650390625,25994.0,25981.75,25985.44921875,0,0.0002328152590632,0.0014341252780106,12.25,0.5878507653061225,0.8898278061224489,0.7413010590015129,0.0003620485313579,25994.0,25940.099609375,0.9749610464905606,9,0.0,1.0
2025-12-04 09:25:00+05:30,25978.650390625,25992.650390625,25978.0,25992.650390625,0,-0.0005387588968598,0.0007047029017639,14.650390625,0.955605919210772,0.0443940807892281,1.063549228675136,0.0004093632165056,25994.0,25940.099609375,0.7152226691307026,10,0.0,0.0
2025-12-04 09:26:00+05:30,25979.849609375,25982.19921875,25975.900390625,25977.599609375,0,4.616063782481688e-05,-0.0002597829999716,6.298828125,0.3572093023255814,0.6269767441860465,0.5017034582536052,0.0004095468908674,25994.0,25940.099609375,0.7374714642895966,11,0.0,0.0
2025-12-04 09:27:00+05:30,25985.849609375,25986.94921875,25973.349609375,25979.19921875,0,0.0002309215546741,-0.0002616767043606,13.599609375,0.4890133563119345,0.9191440471061324,1.1056768558951966,0.0004107374205939,25994.0,25940.099609375,0.8487879117295358,12,0.0,0.0
2025-12-04 09:28:00+05:30,25990.349609375,25990.349609375,25983.650390625,25986.25,0,0.0001731561783618,0.0004502383708608,6.69921875,0.6119533527696793,1.0,0.5498028403808547,0.0004069386351066,25994.0,25940.099609375,0.9322752473094902,13,0.0,0.0
2025-12-04 09:29:00+05:30,25996.349609375,25996.44921875,25988.25,25990.80078125,0,0.0002308282740318,0.0006349060070678,8.19921875,0.6767508337303478,0.9878513577894236,0.7014084977694608,0.0003759081249516,25996.44921875,25940.099609375,0.9982322969741084,14,0.0,0.0
2025-12-04 09:30:00+05:30,25996.94921875,25998.75,25991.0,25995.849609375,0,2.306487137918671e-05,0.0004270493237729,7.75,0.1418850806451612,0.7676411290322581,0.6626918516291732,0.0003740081574157,25998.75,25940.099609375,0.9692963468646976,15,0.0,0.0
2025-12-04 09:31:00+05:30,25996.55078125,25998.599609375,25992.94921875,25997.05078125,0,-1.5326435035478207e-05,0.0002385667103756,5.650390625,0.08848945731075,0.6374006221914967,0.4996028045452975,0.000378703984791,25998.75,25940.099609375,0.962502913849945,16,0.0,0.0
2025-12-04 09:32:00+05:30,25983.849609375,25995.94921875,25979.349609375,25995.94921875,0,-0.0004886908154737,-0.0004809523791299,16.599609375,0.7289092834451112,0.2710907165548888,1.401434578283453,0.0004297682883685,25998.75,25940.099609375,0.7459455859335975,17,1.0,0.0
2025-12-04 09:33:00+05:30,25992.099609375,25992.150390625,25982.19921875,25983.5,0,0.0003174545224584,-0.0001865627280505,9.951171875,0.8641805691854759,0.9948969578017663,0.9789793251863808,0.000301674745992,25998.75,25940.099609375,0.8866096107096474,18,1.0,0.0
2025-12-04 09:34:00+05:30,26001.349609375,26001.94921875,25988.150390625,25990.900390625,0,0.0003558140587546,0.0001845777657396,13.798828125,0.7572540693559802,0.95654635527247,1.3371311770161065,0.0003135373046224,26001.94921875,25940.099609375,0.990305365206682,19,1.0,0.0
2025-12-04 09:35:00+05:30,26017.19921875,26018.0,26000.80078125,26000.80078125,0,0.0006093830075055,0.0012826515887186,17.19921875,0.9534408357937768,0.9534408357937768,1.626463743489343,0.000290052702927,26018.0,25940.099609375,0.9897204462830638,20,0.0,0.0
2025-12-04 09:36:00+05:30,26020.349609375,26022.75,26016.150390625,26016.75,0,0.0001210814382996,0.0010862785045598,6.599609375,0.5454276413139982,0.6362829239419947,0.6223294533667305,0.000288082883697,26022.75,25940.099609375,0.9709572984852424,21,0.0,0.0
2025-12-04 09:37:00+05:30,26025.80078125,26029.30078125,26019.75,26021.30078125,0,0.0002094745472631,0.0009399389930683,9.55078125,0.4711656441717791,0.6335378323108385,0.9363690328016392,0.0002875405475724,26029.30078125,25940.099609375,0.9607628473210572,22,0.0,1.0
