date,signal,entry_price,exit_price,trade_return,tp_hit,sl_hit,net_pnl,exit_type
2025-07-22,1,283.69000244140625,283.40631243896485,-0.0009999999999999905,False,True,-589.5898296670453,SL
2025-07-23,1,284.489990234375,284.20550024414064,-0.0009999999999999569,False,True,-585.16790594453,SL
2025-07-24,-1,282.1000061035156,280.4074060668945,0.006000000000000077,True,False,1989.5235377165554,TP
2025-07-25,-1,280.489990234375,278.80705029296877,0.005999999999999937,True,False,2044.235435003709,TP
2025-07-28,-1,286.8399963378906,285.11895635986326,0.006000000000000068,True,False,2100.4519094663606,TP
2025-07-29,-1,281.8900146484375,280.19867456054686,0.0060000000000000435,True,False,2158.2143369766763,TP
2025-07-30,-1,279.8999938964844,278.2205939331055,0.005999999999999972,True,False,2217.5652312435063,TP
2025-07-31,-1,280.989990234375,279.3040502929687,0.006000000000000089,True,False,2278.548275102751,TP
2025-08-01,-1,278.80999755859375,277.13713757324217,0.006000000000000059,True,False,2341.208352668065,TP
2025-08-04,-1,279.3900146484375,277.71367456054685,0.006000000000000093,True,False,2405.5915823664527,TP
2025-08-05,-1,278.8900146484375,277.2166745605469,0.005999999999999939,True,False,2471.7453508814615,TP
2025-08-06,-1,275.510009765625,275.7855197753906,-0.0009999999999998465,False,True,-730.8322767355817,SL
2025-08-07,-1,277.8900146484375,276.22267456054686,0.006000000000000041,True,False,2519.6204604205195,TP
2025-08-08,-1,277.0,275.338,0.0059999999999999195,True,False,2588.9100230820263,TP
2025-08-11,-1,277.8900146484375,276.22267456054686,0.006000000000000041,True,False,2660.1050487168404,TP
2025-08-12,-1,278.8900146484375,277.2166745605469,0.005999999999999939,True,False,2733.2579375565033,TP
2025-08-13,-1,278.8900146484375,277.2166745605469,0.005999999999999939,True,False,2808.422530839306,TP
2025-08-14,-1,280.1099853515625,280.39009533691404,-0.0009999999999999335,False,True,-825.1784046647151,SL
2025-08-18,-1,281.8900146484375,282.1719046630859,-0.0009999999999999063,False,True,-818.9895666297159,SL
2025-08-19,1,282.4800109863281,282.1975309753418,-0.0009999999999999677,False,True,-812.8471448800254,SL
2025-08-20,1,284.989990234375,284.70500024414065,-0.0009999999999999155,False,True,-806.7507912933984,SL
2025-08-21,1,283.05999755859375,282.77693756103514,-0.0010000000000000562,False,True,-800.7001603587705,SL
2025-08-22,-1,280.010009765625,278.32994970703123,0.006000000000000062,True,False,2773.881333572218,TP
2025-08-25,-1,281.989990234375,280.29805029296875,0.005999999999999989,True,False,2850.1630702454167,TP
2025-08-26,-1,279.7900085449219,278.11126849365235,0.005999999999999991,True,False,2928.542554677166,TP
2025-08-28,-1,276.92999267578125,277.206922668457,-0.0009999999999999786,False,True,-858.8393113447501,SL
2025-08-29,-1,276.8900146484375,277.1669046630859,-0.000999999999999921,False,True,-852.3980165096332,SL
2025-09-01,-1,277.6199951171875,277.89761511230466,-0.0009999999999999133,False,True,-846.0050313858068,SL
2025-09-02,-1,278.69000244140625,277.0178624267578,0.006000000000000039,True,False,2938.7533100517103,TP
2025-09-03,1,282.0,281.718,-0.0009999999999999371,False,True,-861.7006434758135,SL
2025-09-04,-1,279.79998779296875,280.0797877807617,-0.000999999999999953,False,True,-855.237888649754,SL
2025-09-05,-1,281.20001220703125,279.51281213378905,0.006000000000000028,True,False,2972.3532164446733,TP
2025-09-08,-1,280.8399963378906,281.1208363342285,-0.0009999999999999434,False,True,-871.1162536082101,SL
2025-09-09,1,283.989990234375,283.7060002441406,-0.0009999999999999985,False,True,-864.5828817061794,SL
2025-09-10,1,281.8999938964844,281.6180939025879,-0.001000000000000063,False,True,-858.0985100934186,SL
2025-09-11,1,283.5799865722656,283.2964065856934,-0.0009999999999999423,False,True,-851.6627712676516,SL
2025-09-12,1,282.010009765625,283.70206982421877,0.006000000000000063,True,False,2959.342768438345,TP
2025-09-15,1,283.6400146484375,283.3563746337891,-0.0009999999999999614,False,True,-867.4703712464418,SL
2025-09-16,1,285.760009765625,285.4742497558594,-0.0009999999999999985,False,True,-860.9643434621142,SL
2025-09-17,1,286.9800109863281,286.6930309753418,-0.0009999999999999937,False,True,-854.5071108861457,SL
2025-09-18,1,295.29998779296875,295.00468780517576,-0.0010000000000000616,False,True,-848.0983075545369,SL
2025-09-19,1,285.4800109863281,285.1945309753418,-0.0009999999999999187,False,True,-841.7375702478002,SL
2025-09-22,-1,285.3900146484375,283.67767456054685,0.0060000000000000955,True,False,2923.223307726998,TP
2025-09-23,-1,282.010009765625,282.2920197753906,-0.0009999999999999096,False,True,-857.348713278888,SL
2025-09-24,-1,283.69000244140625,281.98786242675783,0.005999999999999942,True,False,2980.034859074238,TP
2025-09-25,-1,281.69000244140625,279.99986242675783,0.00599999999999994,True,False,3061.9858176987777,TP
2025-09-26,-1,279.989990234375,278.31005029296875,0.005999999999999987,True,False,3146.1904276855207,TP
2025-09-29,-1,279.989990234375,278.31005029296875,0.005999999999999987,True,False,3232.710664446872,TP
2025-09-30,-1,280.2880859375,280.2880859375,-0.0,False,False,-334.691837065379,Close
2025-10-01,1,280.8900146484375,280.60912463378907,-0.0009999999999999903,False,True,-941.5653224181407,SL
