Price,Close,High,Low,Open,Volume
Ticker,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
Datetime,,,,,
2025-09-18 09:15:00+05:30,286.6499938964844,286.95001220703125,286.54998779296875,286.8699951171875,0
2025-09-18 09:16:00+05:30,286.7900085449219,286.79998779296875,286.6700134277344,286.7900085449219,16527
2025-09-18 09:17:00+05:30,286.7200012207031,286.8599853515625,286.5899963378906,286.79998779296875,36031
2025-09-18 09:18:00+05:30,286.6499938964844,286.70001220703125,286.57000732421875,286.70001220703125,22549
2025-09-18 09:19:00+05:30,286.6700134277344,286.6700134277344,286.5799865722656,286.6499938964844,37940
2025-09-18 09:20:00+05:30,286.6000061035156,286.67999267578125,286.510009765625,286.6400146484375,65874
2025-09-18 09:21:00+05:30,286.79998779296875,286.79998779296875,286.55999755859375,286.55999755859375,59357
2025-09-18 09:22:00+05:30,286.75,286.7900085449219,286.69000244140625,286.69000244140625,17201
2025-09-18 09:23:00+05:30,286.7699890136719,286.7699890136719,286.67999267578125,286.70001220703125,21809
2025-09-18 09:24:00+05:30,286.79998779296875,286.79998779296875,286.67999267578125,286.70001220703125,30904
2025-09-18 09:25:00+05:30,286.8299865722656,286.8500061035156,286.75,286.75,65863
2025-09-18 09:26:00+05:30,286.8800048828125,286.8800048828125,286.8299865722656,286.8299865722656,68313
2025-09-18 09:27:00+05:30,286.8800048828125,286.8999938964844,286.80999755859375,286.8800048828125,15291
2025-09-18 09:28:00+05:30,286.75,286.8699951171875,286.7200012207031,286.8699951171875,20345
2025-09-18 09:29:00+05:30,286.79998779296875,286.79998779296875,286.70001220703125,286.739990234375,20427
2025-09-18 09:30:00+05:30,286.79998779296875,286.80999755859375,286.6600036621094,286.79998779296875,21365
2025-09-18 09:31:00+05:30,286.760009765625,286.79998779296875,286.67999267578125,286.79998779296875,19931
2025-09-18 09:32:00+05:30,286.739990234375,286.760009765625,286.6300048828125,286.760009765625,16332
2025-09-18 09:33:00+05:30,286.6600036621094,286.8399963378906,286.6600036621094,286.739990234375,101155
2025-09-18 09:34:00+05:30,286.7200012207031,286.75,286.6499938964844,286.7099914550781,35707
2025-09-18 09:35:00+05:30,286.760009765625,286.7799987792969,286.6199951171875,286.7200012207031,24454
2025-09-18 09:36:00+05:30,286.739990234375,286.760009765625,286.7099914550781,286.760009765625,14914
2025-09-18 09:37:00+05:30,286.6700134277344,286.75,286.6400146484375,286.75,21033
2025-09-18 09:38:00+05:30,286.5400085449219,286.70001220703125,286.5400085449219,286.6600036621094,22527
2025-09-18 09:39:00+05:30,286.6000061035156,286.6300048828125,286.5199890136719,286.5199890136719,18540
2025-09-18 09:40:00+05:30,286.55999755859375,286.6300048828125,286.510009765625,286.6300048828125,21270
2025-09-18 09:41:00+05:30,286.67999267578125,286.67999267578125,286.5400085449219,286.57000732421875,22872
2025-09-18 09:42:00+05:30,286.70001220703125,286.7300109863281,286.6099853515625,286.67999267578125,18161
2025-09-18 09:43:00+05:30,286.70001220703125,286.70001220703125,286.6499938964844,286.70001220703125,14438
2025-09-18 09:44:00+05:30,286.70001220703125,286.70001220703125,286.6199951171875,286.70001220703125,15109
2025-09-18 09:45:00+05:30,286.6199951171875,286.70001220703125,286.6000061035156,286.70001220703125,24935
2025-09-18 09:46:00+05:30,286.69000244140625,286.70001220703125,286.5899963378906,286.5899963378906,22457
2025-09-18 09:47:00+05:30,286.70001220703125,286.7699890136719,286.67999267578125,286.67999267578125,35359
2025-09-18 09:48:00+05:30,286.760009765625,286.760009765625,286.70001220703125,286.70001220703125,14577
2025-09-18 09:49:00+05:30,286.760009765625,286.760009765625,286.6300048828125,286.6300048828125,36670
