Price,Close,High,Low,Open,Volume
Ticker,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
Datetime,,,,,
2025-09-23 09:15:00+05:30,284.55999755859375,284.8800048828125,284.5,284.6499938964844,0
2025-09-23 09:16:00+05:30,284.69000244140625,284.80999755859375,284.5799865722656,284.5799865722656,8820
2025-09-23 09:17:00+05:30,284.6000061035156,284.6499938964844,284.5,284.6000061035156,10862
2025-09-23 09:18:00+05:30,284.510009765625,284.5899963378906,284.45001220703125,284.5899963378906,14197
2025-09-23 09:19:00+05:30,284.55999755859375,284.57000732421875,284.5,284.5,6433
2025-09-23 09:20:00+05:30,284.6000061035156,284.6000061035156,284.55999755859375,284.57000732421875,15350
2025-09-23 09:21:00+05:30,284.57000732421875,284.6499938964844,284.57000732421875,284.6000061035156,17447
2025-09-23 09:22:00+05:30,284.6400146484375,284.69000244140625,284.6000061035156,284.6499938964844,6546
2025-09-23 09:23:00+05:30,284.5899963378906,284.6400146484375,284.55999755859375,284.6000061035156,7736
2025-09-23 09:24:00+05:30,284.4700012207031,284.55999755859375,284.3699951171875,284.54998779296875,11223
2025-09-23 09:25:00+05:30,284.42999267578125,284.4700012207031,284.3699951171875,284.3999938964844,3074
2025-09-23 09:26:00+05:30,284.4700012207031,284.4800109863281,284.29998779296875,284.42999267578125,13492
2025-09-23 09:27:00+05:30,284.4700012207031,284.4700012207031,284.42999267578125,284.4700012207031,3705
2025-09-23 09:28:00+05:30,284.29998779296875,284.489990234375,284.29998779296875,284.489990234375,8401
2025-09-23 09:29:00+05:30,284.260009765625,284.3399963378906,284.260009765625,284.260009765625,5700
2025-09-23 09:30:00+05:30,284.1499938964844,284.2200012207031,284.1000061035156,284.2200012207031,26372
2025-09-23 09:31:00+05:30,284.1300048828125,284.1499938964844,284.0199890136719,284.1499938964844,11682
2025-09-23 09:32:00+05:30,284.1199951171875,284.1499938964844,284.0199890136719,284.1199951171875,9702
2025-09-23 09:33:00+05:30,284.04998779296875,284.1199951171875,284.010009765625,284.1199951171875,5370
2025-09-23 09:34:00+05:30,284.0199890136719,284.1199951171875,284.0199890136719,284.04998779296875,27894
2025-09-23 09:35:00+05:30,283.9599914550781,284.0899963378906,283.9599914550781,284.0,8508
2025-09-23 09:36:00+05:30,284.0199890136719,284.05999755859375,283.95001220703125,283.95001220703125,5304
2025-09-23 09:37:00+05:30,283.9800109863281,284.0199890136719,283.8999938964844,284.0199890136719,5749
2025-09-23 09:38:00+05:30,283.9700012207031,283.989990234375,283.8500061035156,283.989990234375,29411
2025-09-23 09:39:00+05:30,284.010009765625,284.010009765625,283.8800048828125,283.9700012207031,8723
2025-09-23 09:40:00+05:30,284.0299987792969,284.0299987792969,284.0,284.010009765625,10532
2025-09-23 09:41:00+05:30,283.9800109863281,284.1000061035156,283.9599914550781,284.0199890136719,28526
2025-09-23 09:42:00+05:30,283.79998779296875,283.8299865722656,283.75,283.8299865722656,16884
2025-09-23 09:43:00+05:30,283.6000061035156,283.80999755859375,283.6000061035156,283.80999755859375,8199
2025-09-23 09:44:00+05:30,283.6700134277344,283.739990234375,283.6099853515625,283.6199951171875,10257
2025-09-23 09:45:00+05:30,283.6000061035156,283.7099914550781,283.6000061035156,283.7099914550781,40350
2025-09-23 09:46:00+05:30,283.4100036621094,283.6000061035156,283.4100036621094,283.6000061035156,33000
2025-09-23 09:47:00+05:30,283.45001220703125,283.5,283.45001220703125,283.5,5999
2025-09-23 09:48:00+05:30,283.45001220703125,283.5,283.45001220703125,283.489990234375,6219
2025-09-23 09:49:00+05:30,283.3599853515625,283.45001220703125,283.3599853515625,283.45001220703125,16477
