Datetime,Close,High,Low,Open,Volume
2025-11-28 09:15:00+05:30,11.34000015258789,11.78499984741211,10.832500457763672,11.78499984741211,0
2025-11-28 09:16:00+05:30,11.375,11.447500228881836,11.255000114440918,11.34000015258789,0
2025-11-28 09:17:00+05:30,11.207500457763672,11.375,11.175000190734863,11.375,0
2025-11-28 09:18:00+05:30,11.237500190734863,11.239999771118164,11.172499656677246,11.204999923706055,0
2025-11-28 09:19:00+05:30,11.117500305175781,11.297499656677246,11.104999542236328,11.234999656677246,0
2025-11-28 09:20:00+05:30,11.057499885559082,11.2475004196167,11.050000190734863,11.104999542236328,0
2025-11-28 09:21:00+05:30,10.9375,11.0600004196167,10.927499771118164,11.047499656677246,0
2025-11-28 09:22:00+05:30,10.914999961853027,10.975000381469727,10.890000343322754,10.9375,0
2025-11-28 09:23:00+05:30,10.942500114440918,11.0,10.867500305175781,10.927499771118164,0
2025-11-28 09:24:00+05:30,10.890000343322754,10.97249984741211,10.887499809265137,10.930000305175781,0
2025-11-28 09:25:00+05:30,10.857500076293945,10.904999732971191,10.845000267028809,10.890000343322754,0
2025-11-28 09:26:00+05:30,10.947500228881836,10.96500015258789,10.817500114440918,10.859999656677246,0
2025-11-28 09:27:00+05:30,10.897500038146973,10.982500076293945,10.822500228881836,10.822500228881836,0
2025-11-28 09:28:00+05:30,11.217499732971191,11.229999542236328,10.957500457763672,10.957500457763672,0
2025-11-28 09:29:00+05:30,11.100000381469727,11.335000038146973,11.09000015258789,11.322500228881836,0
2025-11-28 09:30:00+05:30,11.047499656677246,11.1274995803833,11.047499656677246,11.102499961853027,0
2025-11-28 09:31:00+05:30,11.082500457763672,11.095000267028809,11.03499984741211,11.047499656677246,0
2025-11-28 09:32:00+05:30,11.067500114440918,11.079999923706055,11.007499694824219,11.069999694824219,0
2025-11-28 09:33:00+05:30,11.057499885559082,11.079999923706055,11.042499542236328,11.067500114440918,0
2025-11-28 09:34:00+05:30,11.017499923706055,11.057499885559082,10.957500457763672,11.057499885559082,0
2025-11-28 09:35:00+05:30,11.007499694824219,11.024999618530273,10.979999542236328,11.017499923706055,0
2025-11-28 09:36:00+05:30,11.157500267028809,11.180000305175781,10.994999885559082,10.994999885559082,0
2025-11-28 09:37:00+05:30,11.1225004196167,11.167499542236328,11.104999542236328,11.147500038146973,0
2025-11-28 09:38:00+05:30,11.107500076293945,11.162500381469727,11.092499732971191,11.1225004196167,0
2025-11-28 09:39:00+05:30,11.149999618530273,11.154999732971191,11.092499732971191,11.107500076293945,0
2025-11-28 09:40:00+05:30,11.164999961853027,11.175000190734863,11.125,11.149999618530273,0
2025-11-28 09:41:00+05:30,11.167499542236328,11.192500114440918,11.145000457763672,11.167499542236328,0
2025-11-28 09:42:00+05:30,11.1225004196167,11.167499542236328,11.107500076293945,11.167499542236328,0
2025-11-28 09:43:00+05:30,11.229999542236328,11.229999542236328,11.109999656677246,11.1225004196167,0
2025-11-28 09:44:00+05:30,11.229999542236328,11.262499809265137,11.147500038146973,11.229999542236328,0
2025-11-28 09:45:00+05:30,11.132499694824219,11.229999542236328,11.1225004196167,11.227499961853027,0
2025-11-28 09:46:00+05:30,11.154999732971191,11.180000305175781,11.119999885559082,11.1225004196167,0
2025-11-28 09:47:00+05:30,11.192500114440918,11.192500114440918,11.145000457763672,11.154999732971191,0
2025-11-28 09:48:00+05:30,11.177499771118164,11.192500114440918,11.15250015258789,11.192500114440918,0
2025-11-28 09:49:00+05:30,11.1875,11.197500228881836,11.164999961853027,11.177499771118164,0
