Datetime,Close,High,Low,Open,Volume
2025-11-25 09:15:00+05:30,25935.099609375,25997.599609375,25931.44921875,25997.599609375,0
2025-11-25 09:16:00+05:30,25934.900390625,25942.099609375,25924.55078125,25935.94921875,0
2025-11-25 09:17:00+05:30,25940.75,25944.44921875,25927.849609375,25929.5,0
2025-11-25 09:18:00+05:30,25957.349609375,25960.69921875,25939.55078125,25940.25,0
2025-11-25 09:19:00+05:30,25965.0,25976.349609375,25957.349609375,25958.94921875,0
2025-11-25 09:20:00+05:30,25960.69921875,25968.75,25951.69921875,25963.75,0
2025-11-25 09:21:00+05:30,25943.69921875,25964.30078125,25943.69921875,25961.0,0
2025-11-25 09:22:00+05:30,25946.650390625,25952.05078125,25942.55078125,25943.650390625,0
2025-11-25 09:23:00+05:30,25955.599609375,25958.5,25942.900390625,25946.650390625,0
2025-11-25 09:24:00+05:30,25955.849609375,25957.650390625,25950.19921875,25955.69921875,0
2025-11-25 09:25:00+05:30,25957.30078125,25969.150390625,25953.19921875,25955.099609375,0
2025-11-25 09:26:00+05:30,25964.75,25964.75,25953.55078125,25956.05078125,0
2025-11-25 09:27:00+05:30,25953.30078125,25967.099609375,25953.30078125,25965.30078125,0
2025-11-25 09:28:00+05:30,25949.900390625,25954.5,25946.44921875,25953.5,0
2025-11-25 09:29:00+05:30,25955.19921875,25955.94921875,25949.099609375,25949.849609375,0
2025-11-25 09:30:00+05:30,25955.849609375,25964.19921875,25954.349609375,25954.849609375,0
2025-11-25 09:31:00+05:30,25961.150390625,25963.349609375,25953.80078125,25955.150390625,0
2025-11-25 09:32:00+05:30,25968.900390625,25971.19921875,25958.650390625,25961.0,0
2025-11-25 09:33:00+05:30,25966.05078125,25972.849609375,25964.599609375,25968.94921875,0
2025-11-25 09:34:00+05:30,25977.55078125,25979.599609375,25964.400390625,25965.80078125,0
2025-11-25 09:35:00+05:30,25975.150390625,25979.400390625,25974.69921875,25979.400390625,0
2025-11-25 09:36:00+05:30,25976.849609375,25979.55078125,25967.94921875,25975.55078125,0
2025-11-25 09:37:00+05:30,25980.44921875,25980.650390625,25974.25,25975.80078125,0
2025-11-25 09:38:00+05:30,25962.400390625,25979.849609375,25961.650390625,25979.849609375,0
2025-11-25 09:39:00+05:30,25969.5,25970.849609375,25960.94921875,25962.0,0
2025-11-25 09:40:00+05:30,25975.80078125,25975.80078125,25969.05078125,25969.400390625,0
2025-11-25 09:41:00+05:30,25972.650390625,25977.25,25971.80078125,25976.150390625,0
2025-11-25 09:42:00+05:30,25975.94921875,25978.69921875,25971.30078125,25974.150390625,0
2025-11-25 09:43:00+05:30,25970.150390625,25976.400390625,25968.80078125,25975.0,0
