Price,Close,High,Low,Open,Volume
Ticker,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
Datetime,,,,,
2025-09-19 09:15:00+05:30,286.3999938964844,286.8500061035156,286.3599853515625,286.79998779296875,0
2025-09-19 09:16:00+05:30,286.2099914550781,286.6000061035156,286.17999267578125,286.6000061035156,30594
2025-09-19 09:17:00+05:30,286.25,286.4100036621094,286.20001220703125,286.4100036621094,13528
2025-09-19 09:18:00+05:30,286.17999267578125,286.25,286.1499938964844,286.25,21517
2025-09-19 09:19:00+05:30,286.0,286.17999267578125,286.0,286.17999267578125,19614
2025-09-19 09:20:00+05:30,286.1099853515625,286.239990234375,286.0899963378906,286.17999267578125,65855
2025-09-19 09:21:00+05:30,286.20001220703125,286.25,286.0299987792969,286.1099853515625,35385
2025-09-19 09:22:00+05:30,286.1000061035156,286.29998779296875,286.1000061035156,286.29998779296875,38378
2025-09-19 09:23:00+05:30,286.1000061035156,286.1000061035156,286.0799865722656,286.1000061035156,15175
2025-09-19 09:24:00+05:30,286.05999755859375,286.1000061035156,286.05999755859375,286.1000061035156,5134
2025-09-19 09:25:00+05:30,286.1000061035156,286.1000061035156,286.04998779296875,286.05999755859375,13803
2025-09-19 09:26:00+05:30,286.1000061035156,286.1000061035156,286.04998779296875,286.1000061035156,16903
2025-09-19 09:27:00+05:30,286.19000244140625,286.20001220703125,286.0899963378906,286.1000061035156,34459
2025-09-19 09:28:00+05:30,286.05999755859375,286.17999267578125,286.0299987792969,286.17999267578125,7205
2025-09-19 09:29:00+05:30,286.20001220703125,286.20001220703125,286.05999755859375,286.05999755859375,6545
2025-09-19 09:30:00+05:30,286.1700134277344,286.2300109863281,286.1099853515625,286.2200012207031,43538
2025-09-19 09:31:00+05:30,286.0899963378906,286.1400146484375,286.010009765625,286.1400146484375,24628
2025-09-19 09:32:00+05:30,286.010009765625,286.0899963378906,286.0,286.010009765625,95117
2025-09-19 09:33:00+05:30,285.9700012207031,286.0799865722656,285.9599914550781,286.010009765625,21387
2025-09-19 09:34:00+05:30,285.8999938964844,285.8999938964844,285.79998779296875,285.8800048828125,43568
2025-09-19 09:35:00+05:30,285.82000732421875,285.8999938964844,285.79998779296875,285.8999938964844,11776
2025-09-19 09:36:00+05:30,285.9100036621094,285.9800109863281,285.8500061035156,285.8699951171875,9241
2025-09-19 09:37:00+05:30,285.7799987792969,285.8299865722656,285.6099853515625,285.79998779296875,50413
2025-09-19 09:38:00+05:30,285.67999267578125,285.7900085449219,285.6700134277344,285.69000244140625,22642
2025-09-19 09:39:00+05:30,285.70001220703125,285.75,285.6199951171875,285.67999267578125,28280
2025-09-19 09:40:00+05:30,285.70001220703125,285.70001220703125,285.6000061035156,285.6000061035156,31323
2025-09-19 09:41:00+05:30,285.70001220703125,285.70001220703125,285.70001220703125,285.70001220703125,43443
2025-09-19 09:42:00+05:30,285.69000244140625,285.70001220703125,285.67999267578125,285.70001220703125,11523
2025-09-19 09:43:00+05:30,285.75,285.7699890136719,285.70001220703125,285.70001220703125,22990
2025-09-19 09:44:00+05:30,285.75,285.75,285.70001220703125,285.75,9850
2025-09-19 09:45:00+05:30,285.7200012207031,285.75,285.7200012207031,285.75,78706
2025-09-19 09:46:00+05:30,285.69000244140625,285.70001220703125,285.69000244140625,285.69000244140625,11553
2025-09-19 09:47:00+05:30,285.67999267578125,285.69000244140625,285.6000061035156,285.69000244140625,46607
2025-09-19 09:48:00+05:30,285.6000061035156,285.67999267578125,285.5899963378906,285.67999267578125,19819
2025-09-19 09:49:00+05:30,285.5799865722656,285.6000061035156,285.5799865722656,285.5899963378906,59141
