Price,Close,High,Low,Open,Volume
Ticker,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
Datetime,,,,,
2025-09-26 09:15:00+05:30,280.5,280.94000244140625,280.3999938964844,280.94000244140625,0
2025-09-26 09:16:00+05:30,280.3999938964844,280.489990234375,280.2200012207031,280.4100036621094,33929
2025-09-26 09:17:00+05:30,280.4200134277344,280.5,280.3599853515625,280.4100036621094,43533
2025-09-26 09:18:00+05:30,280.32000732421875,280.4800109863281,280.32000732421875,280.4800109863281,27679
2025-09-26 09:19:00+05:30,280.4100036621094,280.42999267578125,280.3900146484375,280.3900146484375,27821
2025-09-26 09:20:00+05:30,280.260009765625,280.3999938964844,280.20001220703125,280.3999938964844,21015
2025-09-26 09:21:00+05:30,280.1000061035156,280.20001220703125,280.1000061035156,280.1700134277344,26125
2025-09-26 09:22:00+05:30,280.1700134277344,280.2799987792969,280.0400085449219,280.1000061035156,45049
2025-09-26 09:23:00+05:30,280.2799987792969,280.2799987792969,280.1000061035156,280.1700134277344,34478
2025-09-26 09:24:00+05:30,280.25,280.2799987792969,280.20001220703125,280.2699890136719,20287
2025-09-26 09:25:00+05:30,280.29998779296875,280.29998779296875,280.239990234375,280.260009765625,12661
2025-09-26 09:26:00+05:30,280.3399963378906,280.3399963378906,280.25,280.2900085449219,13675
2025-09-26 09:27:00+05:30,280.25,280.2699890136719,280.20001220703125,280.2699890136719,23259
2025-09-26 09:28:00+05:30,280.25,280.2699890136719,280.2300109863281,280.239990234375,23244
2025-09-26 09:29:00+05:30,280.2300109863281,280.2699890136719,280.1400146484375,280.2699890136719,32937
2025-09-26 09:30:00+05:30,280.1199951171875,280.20001220703125,280.1199951171875,280.20001220703125,20403
2025-09-26 09:31:00+05:30,280.05999755859375,280.1000061035156,280.0299987792969,280.1000061035156,25224
2025-09-26 09:32:00+05:30,280.04998779296875,280.04998779296875,280.0199890136719,280.0400085449219,44918
2025-09-26 09:33:00+05:30,280.05999755859375,280.1099853515625,280.04998779296875,280.04998779296875,8890
2025-09-26 09:34:00+05:30,280.0,280.05999755859375,280.0,280.05999755859375,19871
2025-09-26 09:35:00+05:30,280.05999755859375,280.0799865722656,280.04998779296875,280.04998779296875,56151
2025-09-26 09:36:00+05:30,280.04998779296875,280.0799865722656,280.04998779296875,280.0799865722656,10825
2025-09-26 09:37:00+05:30,279.92999267578125,280.0199890136719,279.92999267578125,280.0199890136719,30678
2025-09-26 09:38:00+05:30,279.95001220703125,280.0,279.92999267578125,279.92999267578125,16397
2025-09-26 09:39:00+05:30,280.04998779296875,280.04998779296875,279.9200134277344,279.9200134277344,18628
2025-09-26 09:40:00+05:30,280.1400146484375,280.1499938964844,280.0,280.04998779296875,12175
2025-09-26 09:41:00+05:30,280.1300048828125,280.1499938964844,280.1099853515625,280.1300048828125,19257
2025-09-26 09:42:00+05:30,280.1600036621094,280.1600036621094,280.04998779296875,280.1099853515625,6065
2025-09-26 09:43:00+05:30,280.17999267578125,280.17999267578125,280.1300048828125,280.1499938964844,5407
2025-09-26 09:44:00+05:30,280.1400146484375,280.1700134277344,280.1400146484375,280.1700134277344,13103
2025-09-26 09:45:00+05:30,280.1400146484375,280.1700134277344,280.1400146484375,280.1700134277344,3871
2025-09-26 09:46:00+05:30,280.2300109863281,280.2300109863281,280.1099853515625,280.1099853515625,7004
2025-09-26 09:47:00+05:30,280.29998779296875,280.29998779296875,280.25,280.25,3828
2025-09-26 09:48:00+05:30,280.4200134277344,280.4200134277344,280.2799987792969,280.2799987792969,19936
2025-09-26 09:49:00+05:30,280.45001220703125,280.5,280.3999938964844,280.3999938964844,12653
