Datetime,Close,High,Low,Open,Volume
2025-10-09 09:15:00+05:30,25075.80078125,25085.5,25063.0,25074.30078125,0
2025-10-09 09:16:00+05:30,25055.5,25074.650390625,25048.80078125,25074.650390625,0
2025-10-09 09:17:00+05:30,25049.599609375,25064.400390625,25048.30078125,25056.849609375,0
2025-10-09 09:18:00+05:30,25045.69921875,25058.75,25045.099609375,25050.150390625,0
2025-10-09 09:19:00+05:30,25058.94921875,25059.19921875,25039.400390625,25046.25,0
2025-10-09 09:20:00+05:30,25083.349609375,25085.849609375,25059.599609375,25059.599609375,0
2025-10-09 09:21:00+05:30,25102.099609375,25102.30078125,25080.05078125,25082.849609375,0
2025-10-09 09:22:00+05:30,25097.44921875,25102.599609375,25087.599609375,25101.94921875,0
2025-10-09 09:23:00+05:30,25097.099609375,25101.05078125,25091.80078125,25097.5,0
2025-10-09 09:24:00+05:30,25105.150390625,25107.05078125,25096.5,25096.5,0
2025-10-09 09:25:00+05:30,25102.55078125,25109.099609375,25102.55078125,25105.5,0
2025-10-09 09:26:00+05:30,25095.5,25103.75,25092.349609375,25100.94921875,0
2025-10-09 09:27:00+05:30,25101.150390625,25104.400390625,25092.849609375,25097.05078125,0
2025-10-09 09:28:00+05:30,25110.599609375,25110.80078125,25100.5,25102.650390625,0
2025-10-09 09:29:00+05:30,25108.099609375,25111.25,25105.30078125,25109.25,0
2025-10-09 09:30:00+05:30,25115.5,25119.900390625,25106.400390625,25107.349609375,0
2025-10-09 09:31:00+05:30,25104.900390625,25115.69921875,25101.80078125,25115.25,0
2025-10-09 09:32:00+05:30,25096.900390625,25104.80078125,25089.69921875,25104.80078125,0
2025-10-09 09:33:00+05:30,25093.19921875,25106.30078125,25089.099609375,25097.25,0
2025-10-09 09:34:00+05:30,25091.099609375,25096.55078125,25086.150390625,25093.0,0
2025-10-09 09:35:00+05:30,25078.099609375,25091.849609375,25077.80078125,25091.849609375,0
2025-10-09 09:36:00+05:30,25087.94921875,25089.05078125,25072.400390625,25079.099609375,0
2025-10-09 09:37:00+05:30,25088.69921875,25090.44921875,25082.400390625,25089.599609375,0
2025-10-09 09:38:00+05:30,25100.19921875,25100.44921875,25086.900390625,25089.150390625,0
2025-10-09 09:39:00+05:30,25097.75,25104.5,25095.25,25101.55078125,0
2025-10-09 09:40:00+05:30,25090.94921875,25099.69921875,25090.94921875,25097.849609375,0
2025-10-09 09:41:00+05:30,25083.75,25091.5,25076.650390625,25091.5,0
2025-10-09 09:42:00+05:30,25084.05078125,25089.150390625,25081.55078125,25083.599609375,0
2025-10-09 09:43:00+05:30,25071.349609375,25085.599609375,25070.75,25084.900390625,0
2025-10-09 09:44:00+05:30,25068.0,25072.44921875,25064.25,25071.150390625,0
2025-10-09 09:45:00+05:30,25062.5,25067.900390625,25056.44921875,25067.80078125,0
2025-10-09 09:46:00+05:30,25061.75,25064.30078125,25058.75,25060.69921875,0
2025-10-09 09:47:00+05:30,25072.849609375,25072.849609375,25061.44921875,25061.900390625,0
2025-10-09 09:48:00+05:30,25078.80078125,25083.099609375,25071.25,25073.0,0
2025-10-09 09:49:00+05:30,25061.80078125,25078.55078125,25060.19921875,25078.55078125,0
2025-10-09 09:50:00+05:30,25056.599609375,25062.099609375,25056.400390625,25060.75,0
2025-10-09 09:51:00+05:30,25052.69921875,25055.44921875,25050.5,25055.44921875,0
2025-10-09 09:52:00+05:30,25044.349609375,25053.44921875,25042.25,25052.5,0
2025-10-09 09:53:00+05:30,25049.30078125,25049.55078125,25035.19921875,25044.400390625,0
2025-10-09 09:54:00+05:30,25059.900390625,25060.19921875,25047.400390625,25048.94921875,0
2025-10-09 09:55:00+05:30,25056.849609375,25059.44921875,25051.599609375,25059.44921875,0
2025-10-09 09:56:00+05:30,25051.30078125,25061.599609375,25051.30078125,25056.650390625,0
2025-10-09 09:57:00+05:30,25055.05078125,25058.19921875,25048.94921875,25051.30078125,0
2025-10-09 09:58:00+05:30,25053.30078125,25056.400390625,25050.150390625,25056.05078125,0
2025-10-09 09:59:00+05:30,25048.599609375,25054.349609375,25048.30078125,25053.400390625,0
2025-10-09 10:00:00+05:30,25039.349609375,25049.5,25036.599609375,25048.900390625,0
2025-10-09 10:01:00+05:30,25052.0,25052.150390625,25037.650390625,25038.849609375,0
2025-10-09 10:02:00+05:30,25059.349609375,25059.349609375,25048.19921875,25052.19921875,0
2025-10-09 10:03:00+05:30,25048.400390625,25060.650390625,25047.44921875,25058.650390625,0
2025-10-09 10:04:00+05:30,25054.75,25056.44921875,25048.30078125,25048.349609375,0
2025-10-09 10:05:00+05:30,25046.05078125,25055.69921875,25045.55078125,25054.900390625,0
2025-10-09 10:06:00+05:30,25044.5,25047.349609375,25039.75,25046.599609375,0
2025-10-09 10:07:00+05:30,25050.19921875,25052.349609375,25042.599609375,25043.849609375,0
2025-10-09 10:08:00+05:30,25048.900390625,25054.30078125,25047.099609375,25050.55078125,0
2025-10-09 10:09:00+05:30,25042.900390625,25049.19921875,25042.650390625,25048.400390625,0
