Datetime,Close,High,Low,Open,Volume
2025-12-31 09:15:00+05:30,26010.099609375,26026.849609375,25975.44921875,25975.44921875,0
2025-12-31 09:16:00+05:30,26011.099609375,26016.599609375,26001.650390625,26009.400390625,0
2025-12-31 09:17:00+05:30,26007.900390625,26018.349609375,26006.75,26012.099609375,0
2025-12-31 09:18:00+05:30,26015.400390625,26016.900390625,26002.05078125,26005.400390625,0
2025-12-31 09:19:00+05:30,26013.650390625,26016.55078125,26009.69921875,26014.80078125,0
2025-12-31 09:20:00+05:30,26012.80078125,26013.30078125,26004.5,26012.55078125,0
2025-12-31 09:21:00+05:30,26009.650390625,26011.69921875,26004.5,26010.75,0
2025-12-31 09:22:00+05:30,26010.75,26012.650390625,26007.19921875,26009.55078125,0
2025-12-31 09:23:00+05:30,26008.94921875,26011.150390625,26000.150390625,26011.150390625,0
2025-12-31 09:24:00+05:30,26003.900390625,26008.94921875,26002.19921875,26008.599609375,0
2025-12-31 09:25:00+05:30,25987.349609375,26003.94921875,25986.19921875,26003.650390625,0
2025-12-31 09:26:00+05:30,25983.69921875,25988.599609375,25982.44921875,25985.30078125,0
2025-12-31 09:27:00+05:30,26006.69921875,26006.69921875,25977.44921875,25983.650390625,0
2025-12-31 09:28:00+05:30,26015.25,26017.849609375,26005.75,26005.75,0
2025-12-31 09:29:00+05:30,26016.30078125,26021.80078125,26010.44921875,26012.69921875,0
2025-12-31 09:30:00+05:30,26012.44921875,26020.400390625,26009.55078125,26013.099609375,0
2025-12-31 09:31:00+05:30,26020.650390625,26023.900390625,26010.5,26010.5,0
2025-12-31 09:32:00+05:30,26013.900390625,26020.150390625,26011.05078125,26019.0,0
2025-12-31 09:33:00+05:30,26012.650390625,26014.30078125,26008.900390625,26012.19921875,0
2025-12-31 09:34:00+05:30,26004.80078125,26014.849609375,26004.30078125,26013.80078125,0
2025-12-31 09:35:00+05:30,25996.44921875,26004.150390625,25995.400390625,26001.94921875,0
